"STATION","NAME","DATE","HLY-DEWP-10PCTL","HLY-DEWP-90PCTL","HLY-DEWP-NORMAL","HLY-HIDX-NORMAL","HLY-TEMP-10PCTL","HLY-TEMP-90PCTL","HLY-TEMP-NORMAL","HLY-WCHL-NORMAL"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-17T14:00:00","66.9","73.0","69.8","86.3","80.1","84.9","82.6","82.6"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-17T15:00:00","66.9","73.0","69.8","85.8","80.1","84.0","82.3","82.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-17T16:00:00","66.9","73.0","69.7","84.9","79.0","83.5","81.6","81.6"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-17T17:00:00","66.0","73.0","69.6","83.4","79.0","82.0","80.6","80.6"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-17T18:00:00","66.9","72.0","69.5","80.8","77.4","81.0","79.3","79.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-17T19:00:00","66.0","72.0","69.4","78.2","75.9","79.0","78.0","78.0"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-17T20:00:00","66.0","72.7","69.4","77.5","75.9","79.0","77.4","77.4"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-17T21:00:00","66.0","72.9","69.5","77.3","75.9","79.0","77.2","77.2"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-17T22:00:00","66.0","73.0","69.6","77.1","75.0","78.1","77.1","77.1"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-17T23:00:00","66.0","72.7","69.5","77.0","75.0","78.1","76.9","76.9"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-18T00:00:00","66.0","73.0","69.6","76.8","75.0","78.1","76.7","76.7"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-18T01:00:00","66.0","72.0","69.3","76.5","74.8","78.1","76.4","76.4"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-18T02:00:00","66.0","72.0","69.2","76.2","73.9","78.1","76.2","76.2"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-18T03:00:00","66.0","72.0","69.1","76.0","73.9","78.1","76.0","76.0"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-18T04:00:00","66.0","72.0","69.0","75.9","73.9","78.1","75.9","75.9"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-18T05:00:00","66.0","72.0","68.9","75.8","73.6","77.5","75.8","75.8"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-18T06:00:00","64.9","72.0","68.6","75.7","73.0","78.1","75.7","75.7"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-18T07:00:00","66.0","72.0","69.2","76.5","73.9","78.1","76.5","76.4"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-18T08:00:00","66.9","73.0","69.6","78.9","75.9","80.1","78.2","78.2"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-18T09:00:00","66.9","73.0","69.9","81.6","77.0","82.0","79.6","79.6"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-18T10:00:00","66.9","73.0","69.9","83.7","78.1","82.9","80.7","80.7"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-18T11:00:00","66.9","73.0","69.9","85.3","79.5","84.0","81.8","81.8"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-18T12:00:00","66.9","73.0","69.9","86.1","80.1","84.0","82.3","82.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-18T13:00:00","66.9","73.0","69.9","86.6","81.0","84.9","82.7","82.7"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-18T14:00:00","66.9","73.0","69.8","86.5","81.0","84.9","82.7","82.7"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-18T15:00:00","66.9","73.0","69.8","86.0","80.1","84.0","82.3","82.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-18T16:00:00","66.9","73.0","69.8","85.1","80.1","84.0","81.7","81.7"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-18T17:00:00","66.0","73.0","69.6","83.5","79.0","82.0","80.7","80.7"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-18T18:00:00","66.9","72.0","69.5","81.0","78.1","81.0","79.4","79.4"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-18T19:00:00","66.0","72.1","69.4","78.3","75.9","79.0","78.0","78.0"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-18T20:00:00","66.0","72.9","69.4","77.6","75.9","79.0","77.5","77.5"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-18T21:00:00","66.0","73.0","69.5","77.3","75.9","79.0","77.3","77.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-18T22:00:00","66.0","73.0","69.6","77.2","75.0","78.3","77.1","77.1"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-18T23:00:00","66.0","73.0","69.5","77.0","75.0","78.1","77.0","77.0"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-19T00:00:00","66.0","73.0","69.6","76.8","75.0","78.1","76.8","76.8"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-19T01:00:00","66.0","72.0","69.3","76.5","74.8","78.1","76.5","76.5"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-19T02:00:00","66.0","72.0","69.2","76.2","73.9","78.1","76.2","76.2"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-19T03:00:00","66.0","72.5","69.2","76.1","73.9","78.1","76.0","76.0"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-19T04:00:00","66.0","72.0","69.0","75.9","73.9","78.1","75.9","75.9"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-19T05:00:00","66.0","72.0","69.0","75.8","73.6","78.1","75.8","75.8"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-19T06:00:00","64.9","72.0","68.7","75.7","73.0","78.1","75.7","75.7"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-19T07:00:00","66.0","72.0","69.2","76.5","73.9","78.1","76.5","76.5"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-19T08:00:00","66.9","73.0","69.7","79.0","75.9","80.1","78.3","78.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-19T09:00:00","66.9","73.0","69.9","81.7","77.0","82.0","79.6","79.6"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-19T10:00:00","66.9","73.0","69.9","83.8","78.1","82.9","80.8","80.8"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-19T11:00:00","66.9","73.0","70.0","85.4","80.1","84.0","81.8","81.8"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-19T12:00:00","66.9","73.2","70.0","86.1","80.1","84.0","82.4","82.4"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-19T13:00:00","66.9","73.0","70.0","86.7","81.0","84.9","82.8","82.8"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-19T14:00:00","66.9","73.0","69.9","86.5","81.0","84.9","82.7","82.7"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-19T15:00:00","66.9","73.0","69.8","86.0","80.1","84.0","82.4","82.4"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-19T16:00:00","66.9","73.0","69.8","85.1","80.1","84.0","81.7","81.7"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-19T17:00:00","66.0","73.0","69.7","83.6","79.0","82.9","80.7","80.7"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-19T18:00:00","66.4","72.0","69.5","81.2","78.1","81.0","79.5","79.5"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-19T19:00:00","66.0","72.1","69.4","78.4","77.0","79.0","78.1","78.1"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-19T20:00:00","66.0","73.0","69.5","77.6","75.9","79.0","77.5","77.5"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-19T21:00:00","66.0","73.0","69.5","77.3","75.9","79.0","77.3","77.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-19T22:00:00","66.0","73.0","69.6","77.2","75.0","78.8","77.2","77.2"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-19T23:00:00","66.0","73.0","69.5","77.1","75.0","78.1","77.0","77.0"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-20T00:00:00","66.0","73.0","69.6","76.8","75.0","78.1","76.8","76.8"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-20T01:00:00","66.0","72.0","69.4","76.6","75.0","78.1","76.5","76.5"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-20T02:00:00","66.0","72.7","69.2","76.3","73.9","78.1","76.3","76.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-20T03:00:00","66.0","72.9","69.2","76.1","73.9","78.1","76.1","76.1"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-20T04:00:00","66.0","72.0","69.0","75.9","73.9","78.1","75.9","75.9"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-20T05:00:00","66.0","72.0","69.0","75.8","73.4","78.1","75.8","75.8"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-20T06:00:00","64.9","72.0","68.7","75.7","73.0","78.1","75.7","75.7"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-20T07:00:00","66.0","72.0","69.2","76.5","73.9","78.1","76.5","76.5"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-20T08:00:00","66.9","73.0","69.7","79.0","75.9","80.1","78.3","78.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-20T09:00:00","66.9","73.0","69.9","81.7","77.0","82.0","79.6","79.6"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-20T10:00:00","66.9","73.0","70.0","83.8","78.1","82.9","80.8","80.8"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-20T11:00:00","66.9","73.0","70.0","85.4","80.1","84.0","81.8","81.8"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-20T12:00:00","66.9","73.2","70.1","86.1","80.1","84.0","82.4","82.4"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-20T13:00:00","66.9","73.0","70.0","86.8","81.0","84.9","82.8","82.8"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-20T14:00:00","66.9","73.0","69.9","86.6","81.0","84.9","82.7","82.7"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-20T15:00:00","66.9","73.0","69.9","86.1","80.1","84.0","82.4","82.4"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-20T16:00:00","66.9","73.0","69.9","85.2","80.1","84.0","81.7","81.7"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-20T17:00:00","66.9","73.0","69.7","83.6","79.0","82.9","80.7","80.7"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-20T18:00:00","66.0","72.3","69.6","81.2","78.1","81.0","79.5","79.5"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-20T19:00:00","66.0","73.0","69.5","78.5","77.0","79.0","78.2","78.2"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-20T20:00:00","66.0","73.0","69.5","77.7","75.9","79.0","77.6","77.6"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-20T21:00:00","66.0","73.0","69.6","77.4","75.9","79.0","77.4","77.4"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-20T22:00:00","66.0","73.0","69.6","77.3","75.9","79.0","77.2","77.2"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-20T23:00:00","66.0","73.0","69.6","77.1","75.0","78.1","77.1","77.1"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-21T00:00:00","66.0","73.0","69.6","76.9","75.0","78.1","76.8","76.8"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-21T01:00:00","66.0","72.9","69.4","76.6","75.0","78.1","76.6","76.6"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-21T02:00:00","66.0","73.0","69.3","76.4","73.9","78.1","76.3","76.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-21T03:00:00","66.0","73.0","69.3","76.1","73.9","78.1","76.1","76.1"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-21T04:00:00","66.0","72.0","69.1","76.0","73.9","78.1","76.0","76.0"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-21T05:00:00","66.0","72.0","69.1","75.9","73.9","78.1","75.9","75.9"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-21T06:00:00","64.9","72.0","68.8","75.8","73.0","78.1","75.8","75.8"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-21T07:00:00","66.0","72.5","69.3","76.5","73.9","78.1","76.5","76.5"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-21T08:00:00","66.9","73.0","69.8","79.1","75.7","80.1","78.3","78.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-21T09:00:00","66.9","73.0","70.0","81.8","77.0","82.0","79.6","79.6"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-21T10:00:00","66.9","73.0","70.1","84.0","78.1","82.9","80.9","80.9"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-21T11:00:00","66.9","73.0","70.1","85.5","80.1","84.0","81.8","81.8"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-21T12:00:00","66.9","73.2","70.2","86.2","80.1","84.0","82.4","82.4"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-21T13:00:00","66.9","73.0","70.1","86.8","81.0","84.9","82.8","82.8"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-21T14:00:00","66.9","73.0","70.0","86.7","81.0","84.9","82.7","82.7"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-21T15:00:00","66.9","73.0","70.0","86.1","80.1","84.0","82.3","82.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-21T16:00:00","66.9","73.0","70.0","85.2","80.1","84.0","81.7","81.7"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-21T17:00:00","66.9","73.0","69.8","83.6","79.0","82.9","80.7","80.7"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-21T18:00:00","66.4","73.0","69.7","81.3","78.1","81.0","79.5","79.5"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-21T19:00:00","66.0","73.0","69.6","78.5","77.0","79.7","78.2","78.2"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-21T20:00:00","66.0","73.0","69.6","77.7","75.9","79.0","77.6","77.6"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-21T21:00:00","66.0","73.0","69.6","77.4","75.9","79.0","77.4","77.4"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-21T22:00:00","66.7","73.0","69.7","77.3","75.9","79.0","77.3","77.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-21T23:00:00","66.0","73.0","69.6","77.2","75.2","78.1","77.1","77.1"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-22T00:00:00","66.0","73.0","69.7","76.9","75.0","78.1","76.9","76.9"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-22T01:00:00","66.0","73.0","69.5","76.7","75.0","78.1","76.6","76.6"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-22T02:00:00","66.0","73.0","69.4","76.4","73.9","78.1","76.4","76.4"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-22T03:00:00","66.0","73.0","69.3","76.2","73.9","78.1","76.2","76.2"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-22T04:00:00","66.0","72.0","69.2","76.0","73.9","78.1","76.0","76.0"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-22T05:00:00","66.0","72.0","69.1","75.9","73.9","78.1","75.9","75.9"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-22T06:00:00","64.9","72.0","68.8","75.8","73.0","78.1","75.8","75.8"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-22T07:00:00","66.0","73.0","69.3","76.6","73.9","78.1","76.6","76.6"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-22T08:00:00","66.9","73.0","69.8","79.1","75.9","80.1","78.3","78.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-22T09:00:00","66.9","73.0","70.0","81.9","77.0","82.0","79.7","79.7"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-22T10:00:00","66.9","73.0","70.1","84.1","78.1","82.9","80.9","80.9"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-22T11:00:00","66.9","73.6","70.2","85.5","80.1","84.0","81.9","81.9"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-22T12:00:00","66.9","73.4","70.2","86.3","80.1","84.0","82.4","82.4"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-22T13:00:00","66.9","73.8","70.2","86.9","81.0","84.9","82.9","82.9"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-22T14:00:00","66.9","73.0","70.1","86.7","81.0","84.9","82.7","82.7"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-22T15:00:00","66.9","73.0","70.0","86.2","80.1","84.0","82.4","82.4"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-22T16:00:00","66.9","73.0","70.0","85.3","80.1","84.0","81.7","81.7"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-22T17:00:00","66.9","73.0","69.9","83.7","79.0","82.9","80.8","80.8"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-22T18:00:00","66.9","73.0","69.7","81.4","78.1","81.0","79.6","79.6"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-22T19:00:00","66.0","73.0","69.6","78.6","77.0","79.9","78.2","78.2"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-22T20:00:00","66.0","73.0","69.6","77.8","75.9","79.0","77.7","77.7"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-22T21:00:00","66.0","73.0","69.7","77.5","75.9","79.0","77.4","77.4"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-22T22:00:00","66.9","73.0","69.7","77.4","75.9","79.0","77.3","77.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-22T23:00:00","66.0","73.0","69.6","77.2","75.9","78.4","77.2","77.2"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-23T00:00:00","66.0","73.0","69.7","77.0","75.0","78.1","76.9","76.9"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-23T01:00:00","66.0","73.0","69.5","76.7","75.0","78.1","76.7","76.7"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-23T02:00:00","66.0","73.0","69.4","76.5","75.0","78.1","76.5","76.5"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-23T03:00:00","66.0","73.0","69.4","76.3","73.9","78.1","76.3","76.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-23T04:00:00","66.0","72.5","69.2","76.1","73.9","78.1","76.1","76.1"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-23T05:00:00","66.0","73.0","69.2","76.0","73.9","78.1","76.0","76.0"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-23T06:00:00","64.9","72.1","68.9","75.9","73.9","78.1","75.9","75.9"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-23T07:00:00","66.0","73.0","69.4","76.6","73.9","78.1","76.6","76.6"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-23T08:00:00","66.9","73.0","69.8","79.2","75.9","80.1","78.3","78.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-23T09:00:00","66.9","73.4","70.1","82.0","77.0","82.0","79.7","79.7"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-23T10:00:00","66.9","73.6","70.2","84.2","78.1","82.9","81.0","81.0"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-23T11:00:00","66.9","73.6","70.2","85.6","80.1","84.0","81.9","81.9"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-23T12:00:00","66.9","73.6","70.2","86.4","80.1","84.2","82.5","82.5"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-23T13:00:00","66.9","73.9","70.2","87.0","81.0","84.9","82.9","82.9"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-23T14:00:00","66.9","73.4","70.1","86.8","81.0","84.9","82.8","82.8"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-23T15:00:00","66.9","73.0","70.0","86.2","80.1","84.0","82.4","82.4"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-23T16:00:00","66.9","73.0","70.0","85.4","80.1","84.0","81.8","81.8"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-23T17:00:00","66.9","73.0","69.9","83.9","79.0","82.9","80.8","80.8"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-23T18:00:00","66.0","73.0","69.7","81.5","78.1","81.0","79.6","79.6"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-23T19:00:00","66.0","73.0","69.6","78.7","77.0","80.1","78.3","78.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-23T20:00:00","66.0","73.0","69.6","77.8","75.9","79.0","77.7","77.7"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-23T21:00:00","66.0","73.0","69.7","77.5","75.9","79.0","77.5","77.5"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-23T22:00:00","66.9","73.0","69.7","77.4","75.9","79.0","77.3","77.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-23T23:00:00","66.0","73.0","69.6","77.2","75.9","78.4","77.2","77.2"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-24T00:00:00","66.0","73.0","69.8","77.0","75.0","78.1","77.0","77.0"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-24T01:00:00","66.0","73.0","69.6","76.8","75.0","78.1","76.7","76.7"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-24T02:00:00","66.0","73.0","69.4","76.5","75.0","78.1","76.5","76.5"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-24T03:00:00","66.0","73.0","69.4","76.3","73.9","78.1","76.3","76.3"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-24T04:00:00","66.0","73.0","69.2","76.1","73.9","78.1","76.1","76.1"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-24T05:00:00","66.0","73.0","69.2","76.1","73.9","78.1","76.1","76.1"
"USW00022536","LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US","07-24T06:00:00","64.9","73.0","68.9","76.0","73.9","78.1","76.0","76.0"
