Date,Filter ID,Mass (mg),,,,,,,,,,,,,,,,,,,,,
'13-Apr-2020',41666,0.098285,,,,,,,,,,,,,,,,,,,,,
'13-Apr-2020',41668,0.098011,,,,,,,,,,,,,,,,,,,,,
'13-Apr-2020',41668,0.09801,,,,,,,,,,,,,,,,,,,,,
'13-Apr-2020',41668,0.098011,,,,,,,,,,,,,,,,,,,,,
'14-Apr-2020',41669,0.097813,,,,,,,,,,,,,,,,,,,,,
'14-Apr-2020',41669,0.097814,,,,,,,,,,,,,,,,,,,,,
'14-Apr-2020',41669,0.097813,,,,,,,,,,,,,,,,,,,,,
'14-Apr-2020',41671,0.097631,,,,,,,,,,,,,,,,,,,,,
'14-Apr-2020',41671,0.09763,,,,,,,,,,,,,,,,,,,,,
'14-Apr-2020',41671,0.097631,,,,,,,,,,,,,,,,,,,,,
'14-Apr-2020',41667,0.095502,,,,,,,,,,,,,,,,,,,,,
'14-Apr-2020',41667,0.095501,,,,,,,,,,,,,,,,,,,,,
'14-Apr-2020',41667,0.095502,,,,,,,,,,,,,,,,,,,,,
'14-Apr-2020',41666,0.098286,,,,,,,,,,,,,,,,,,,,,
'14-Apr-2020',41666,0.098285,,,,,,,,,,,,,,,,,,,,,
'14-Apr-2020',41666,0.098285,,,,,,,,,,,,,,,,,,,,,
'14-Apr-2020',41668,0.09801,,,,,,,,,,,,,,,,,,,,,
'14-Apr-2020',41668,0.09801,,,,,,,,,,,,,,,,,,,,,
'14-Apr-2020',41668,0.098011,,,,,,,,,,,,,,,,,,,,,
'15-Apr-2020',41669,0.097814,,,,,,,,,,,,,,,,,,,,,
'15-Apr-2020',41669,0.097813,,,,,,,,,,,,,,,,,,,,,
'15-Apr-2020',41669,0.097813,,,,,,,,,,,,,,,,,,,,,
'15-Apr-2020',41671,0.097631,,,,,,,,,,,,,,,,,,,,,
'15-Apr-2020',41671,0.097631,,,,,,,,,,,,,,,,,,,,,
'15-Apr-2020',41671,0.09763,,,,,,,,,,,,,,,,,,,,,
'15-Apr-2020',41667,0.095502,,,,,,,,,,,,,,,,,,,,,
'15-Apr-2020',41667,0.095501,,,,,,,,,,,,,,,,,,,,,
'15-Apr-2020',41667,0.095501,,,,,,,,,,,,,,,,,,,,,
'15-Apr-2020',41666,0.098285,,,,,,,,,,,,,,,,,,,,,
'15-Apr-2020',41666,0.098286,,,,,,,,,,,,,,,,,,,,,
'15-Apr-2020',41666,0.098285,,,,,,,,,,,,,,,,,,,,,
'15-Apr-2020',41668,0.098009,,,,,,,,,,,,,,,,,,,,,
'15-Apr-2020',41668,0.09801,,,,,,,,,,,,,,,,,,,,,
'15-Apr-2020',41668,0.09801,,,,,,,,,,,,,,,,,,,,,
